Timings,Voltage [V],Current Corrected [A] ,Power [W],Status,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,TimeSeconds
00:31:45,5.0,0.198,0.99,At Work (In the Office),,,,,,,1905.0
00:31:46,5.0,0.217,1.09,At Work (In the Office),,,,,,,1906.0
00:31:47,5.0,0.198,0.99,At Work (In the Office),,,,,,,1907.0
00:31:48,5.0,0.201,1.01,At Work (In the Office),,,,,,,1908.0
00:31:49,5.0,0.201,1.01,At Work (In the Office),,,,,,,1909.0
00:31:50,5.0,0.198,0.99,At Work (In the Office),,,,,,,1910.0
00:31:51,5.0,0.227,1.14,At Work (In the Office),,,,,,,1911.0
00:31:52,5.0,0.198,0.99,At Work (In the Office),,,,,,,1912.0
00:31:53,5.0,0.195,0.975,At Work (In the Office),,,,,,,1913.0
00:31:54,5.0,0.214,1.07,At Work (In the Office),,,,,,,1914.0
00:31:55,5.0,0.198,0.99,At Work (In the Office),,,,,,,1915.0
00:31:56,5.0,0.207,1.04,At Work (In the Office),,,,,,,1916.0
00:31:57,5.0,0.198,0.99,At Work (In the Office),,,,,,,1917.0
00:31:58,5.0,0.216,1.08,At Work (In the Office),,,,,,,1918.0
00:31:59,5.0,0.258,1.29,At Work (In the Office),,,,,,,1919.0
00:32:00,5.0,0.211,1.06,At Work (In the Office),,,,,,,1920.0
00:32:01,5.0,0.198,0.99,At Work (In the Office),,,,,,,1921.0
00:32:02,5.0,0.198,0.99,At Work (In the Office),,,,,,,1922.0
00:32:03,5.0,0.194,0.97,At Work (In the Office),,,,,,,1923.0
00:32:04,5.0,0.206,1.03,At Work (In the Office),,,,,,,1924.0
00:32:05,5.0,0.195,0.975,At Work (In the Office),,,,,,,1925.0
00:32:06,5.0,0.226,1.13,At Work (In the Office),,,,,,,1926.0
00:32:07,5.0,0.231,1.16,At Work (In the Office),,,,,,,1927.0
00:32:08,5.0,0.195,0.975,At Work (In the Office),,,,,,,1928.0
00:32:09,5.0,0.21,1.05,At Work (In the Office),,,,,,,1929.0
00:32:10,5.0,0.195,0.975,At Work (In the Office),,,,,,,1930.0
00:32:11,5.0,0.198,0.99,At Work (In the Office),,,,,,,1931.0
00:32:12,5.0,0.204,1.02,At Work (In the Office),,,,,,,1932.0
00:32:13,5.0,0.195,0.975,At Work (In the Office),,,,,,,1933.0
00:32:14,5.0,0.206,1.03,At Work (In the Office),,,,,,,1934.0
00:32:15,5.0,0.229,1.15,At Work (In the Office),,,,,,,1935.0
00:32:16,5.0,0.198,0.99,At Work (In the Office),,,,,,,1936.0
00:32:17,5.0,0.211,1.06,At Work (In the Office),,,,,,,1937.0
00:32:18,5.0,0.197,0.985,At Work (In the Office),,,,,,,1938.0
00:32:19,5.0,0.198,0.99,At Work (In the Office),,,,,,,1939.0
00:32:20,5.0,0.207,1.04,At Work (In the Office),,,,,,,1940.0
00:32:21,5.0,0.198,0.99,At Work (In the Office),,,,,,,1941.0
00:32:22,5.0,0.206,1.03,At Work (In the Office),,,,,,,1942.0
00:32:23,5.0,0.198,0.99,At Work (In the Office),,,,,,,1943.0
00:32:24,5.0,0.198,0.99,At Work (In the Office),,,,,,,1944.0
00:32:25,5.0,0.195,0.975,At Work (In the Office),,,,,,,1945.0
00:32:26,5.0,0.198,0.99,At Work (In the Office),,,,,,,1946.0
00:32:27,5.0,0.195,0.975,At Work (In the Office),,,,,,,1947.0
00:32:28,5.0,0.206,1.03,At Work (In the Office),,,,,,,1948.0
00:32:29,5.0,0.197,0.985,At Work (In the Office),,,,,,,1949.0
00:32:30,5.0,0.211,1.06,At Work (In the Office),,,,,,,1950.0
00:32:31,5.0,0.198,0.99,At Work (In the Office),,,,,,,1951.0
00:32:32,5.0,0.194,0.97,At Work (In the Office),,,,,,,1952.0
00:32:33,5.0,0.226,1.13,At Work (In the Office),,,,,,,1953.0
00:32:34,5.0,0.199,0.995,At Work (In the Office),,,,,,,1954.0
00:32:35,5.0,0.199,0.995,At Work (In the Office),,,,,,,1955.0
00:32:36,5.0,0.198,0.99,At Work (In the Office),,,,,,,1956.0
00:32:37,5.0,0.196,0.98,At Work (In the Office),,,,,,,1957.0
00:32:38,5.0,0.205,1.03,At Work (In the Office),,,,,,,1958.0
00:32:39,5.0,0.195,0.975,At Work (In the Office),,,,,,,1959.0
00:32:40,5.0,0.198,0.99,At Work (In the Office),,,,,,,1960.0
00:32:41,5.0,0.225,1.13,At Work (In the Office),,,,,,,1961.0
00:32:42,5.0,0.195,0.975,At Work (In the Office),,,,,,,1962.0
00:32:43,5.0,0.21,1.05,At Work (In the Office),,,,,,,1963.0
00:32:44,5.0,0.194,0.97,At Work (In the Office),,,,,,,1964.0
00:32:45,5.0,0.198,0.99,At Work (In the Office),,,,,,,1965.0
00:32:46,5.0,0.199,0.995,At Work (In the Office),,,,,,,1966.0
00:32:47,5.0,0.197,0.985,At Work (In the Office),,,,,,,1967.0
00:32:48,5.0,0.198,0.99,At Work (In the Office),,,,,,,1968.0
00:32:49,5.0,0.231,1.16,At Work (In the Office),,,,,,,1969.0
00:32:50,5.0,0.201,1.01,At Work (In the Office),,,,,,,1970.0
00:32:51,5.0,0.207,1.04,At Work (In the Office),,,,,,,1971.0
00:32:52,5.0,0.222,1.11,At Work (In the Office),,,,,,,1972.0
00:32:53,5.0,0.198,0.99,At Work (In the Office),,,,,,,1973.0
00:32:54,5.0,0.207,1.04,At Work (In the Office),,,,,,,1974.0
00:32:55,5.0,0.201,1.01,At Work (In the Office),,,,,,,1975.0
00:32:56,5.0,0.202,1.01,At Work (In the Office),,,,,,,1976.0
00:32:57,5.0,0.225,1.13,At Work (In the Office),,,,,,,1977.0
00:32:58,5.0,0.197,0.985,At Work (In the Office),,,,,,,1978.0
00:32:59,5.0,0.228,1.14,At Work (In the Office),,,,,,,1979.0
00:33:00,5.0,0.231,1.16,At Work (In the Office),,,,,,,1980.0
00:33:01,5.0,0.194,0.97,At Work (In the Office),,,,,,,1981.0
00:33:02,5.0,0.208,1.04,At Work (In the Office),,,,,,,1982.0
00:33:03,5.0,0.195,0.975,At Work (In the Office),,,,,,,1983.0
00:33:04,5.0,0.21,1.05,At Work (In the Office),,,,,,,1984.0
00:33:05,5.0,0.198,0.99,At Work (In the Office),,,,,,,1985.0
00:33:06,5.0,0.195,0.975,At Work (In the Office),,,,,,,1986.0
00:33:07,5.0,0.209,1.05,At Work (In the Office),,,,,,,1987.0
00:33:08,5.0,0.196,0.98,At Work (In the Office),,,,,,,1988.0
00:33:09,5.0,0.2,1.0,At Work (In the Office),,,,,,,1989.0
00:33:10,5.0,0.198,0.99,At Work (In the Office),,,,,,,1990.0
00:33:11,5.0,0.2,1.0,At Work (In the Office),,,,,,,1991.0
00:33:12,5.0,0.205,1.03,At Work (In the Office),,,,,,,1992.0
00:33:13,5.0,0.194,0.97,At Work (In the Office),,,,,,,1993.0
00:33:14,5.0,0.201,1.01,At Work (In the Office),,,,,,,1994.0
00:33:15,5.0,0.23,1.15,At Work (In the Office),,,,,,,1995.0
00:33:16,5.0,0.199,0.995,At Work (In the Office),,,,,,,1996.0
00:33:17,5.0,0.21,1.05,At Work (In the Office),,,,,,,1997.0
00:33:18,5.0,0.195,0.975,At Work (In the Office),,,,,,,1998.0
00:33:19,5.0,0.201,1.01,At Work (In the Office),,,,,,,1999.0
00:33:20,5.0,0.203,1.02,At Work (In the Office),,,,,,,2000.0
00:33:21,5.0,0.198,0.99,At Work (In the Office),,,,,,,2001.0
00:33:22,5.0,0.198,0.99,At Work (In the Office),,,,,,,2002.0
00:33:23,5.0,0.231,1.16,At Work (In the Office),,,,,,,2003.0
00:33:24,5.0,0.198,0.99,At Work (In the Office),,,,,,,2004.0
00:33:25,5.0,0.206,1.03,At Work (In the Office),,,,,,,2005.0
00:33:26,5.0,0.201,1.01,At Work (In the Office),,,,,,,2006.0
00:33:27,5.0,0.198,0.99,At Work (In the Office),,,,,,,2007.0
00:33:28,5.0,0.207,1.04,At Work (In the Office),,,,,,,2008.0
00:33:29,5.0,0.198,0.99,At Work (In the Office),,,,,,,2009.0
00:33:30,5.0,0.204,1.02,At Work (In the Office),,,,,,,2010.0
00:33:31,5.0,0.227,1.14,At Work (In the Office),,,,,,,2011.0
00:33:32,5.0,0.195,0.975,At Work (In the Office),,,,,,,2012.0
00:33:33,5.0,0.198,0.99,At Work (In the Office),,,,,,,2013.0
00:33:34,5.0,0.198,0.99,At Work (In the Office),,,,,,,2014.0
00:33:35,5.0,0.195,0.975,At Work (In the Office),,,,,,,2015.0
00:33:36,5.0,0.21,1.05,At Work (In the Office),,,,,,,2016.0
00:33:37,5.0,0.195,0.975,At Work (In the Office),,,,,,,2017.0
00:33:38,5.0,0.22,1.1,At Work (In the Office),,,,,,,2018.0
00:33:39,5.0,0.212,1.06,At Work (In the Office),,,,,,,2019.0
00:33:40,5.0,0.195,0.975,At Work (In the Office),,,,,,,2020.0
00:33:41,5.0,0.217,1.09,At Work (In the Office),,,,,,,2021.0
00:33:42,5.0,0.195,0.975,At Work (In the Office),,,,,,,2022.0
00:33:43,5.0,0.198,0.99,At Work (In the Office),,,,,,,2023.0
00:33:44,5.0,0.197,0.985,At Work (In the Office),,,,,,,2024.0
00:33:45,5.0,0.196,0.98,At Work (In the Office),,,,,,,2025.0
00:33:46,5.0,0.203,1.02,At Work (In the Office),,,,,,,2026.0
00:33:47,5.0,0.194,0.97,At Work (In the Office),,,,,,,2027.0
00:33:48,5.0,0.198,0.99,At Work (In the Office),,,,,,,2028.0
00:33:49,5.0,0.205,1.03,At Work (In the Office),,,,,,,2029.0
00:33:50,5.0,0.199,0.995,At Work (In the Office),,,,,,,2030.0
00:33:51,5.0,0.213,1.07,At Work (In the Office),,,,,,,2031.0
00:33:52,5.0,0.195,0.975,At Work (In the Office),,,,,,,2032.0
00:33:53,5.0,0.198,0.99,At Work (In the Office),,,,,,,2033.0
00:33:54,5.0,0.202,1.01,At Work (In the Office),,,,,,,2034.0
00:33:55,5.0,0.201,1.01,At Work (In the Office),,,,,,,2035.0
00:33:56,5.0,0.2,1.0,At Work (In the Office),,,,,,,2036.0
00:33:57,5.0,0.195,0.975,At Work (In the Office),,,,,,,2037.0
00:33:58,5.0,0.198,0.99,At Work (In the Office),,,,,,,2038.0
00:33:59,5.0,0.209,1.05,At Work (In the Office),,,,,,,2039.0
00:34:00,5.0,0.236,1.18,At Work (In the Office),,,,,,,2040.0
00:34:01,5.0,0.226,1.13,At Work (In the Office),,,,,,,2041.0
00:34:02,5.0,0.21,1.05,At Work (In the Office),,,,,,,2042.0
00:34:03,5.0,0.198,0.99,At Work (In the Office),,,,,,,2043.0
00:34:04,5.0,0.202,1.01,At Work (In the Office),,,,,,,2044.0
00:34:05,5.0,0.221,1.11,At Work (In the Office),,,,,,,2045.0
00:34:06,5.0,0.195,0.975,At Work (In the Office),,,,,,,2046.0
00:34:07,5.0,0.231,1.16,At Work (In the Office),,,,,,,2047.0
00:34:08,5.0,0.198,0.99,At Work (In the Office),,,,,,,2048.0
00:34:09,5.0,0.228,1.14,At Work (In the Office),,,,,,,2049.0
00:34:10,5.0,0.213,1.07,At Work (In the Office),,,,,,,2050.0
00:34:11,5.0,0.195,0.975,At Work (In the Office),,,,,,,2051.0
00:34:12,5.0,0.212,1.06,At Work (In the Office),,,,,,,2052.0
00:34:13,5.0,0.197,0.985,At Work (In the Office),,,,,,,2053.0
00:34:14,5.0,0.196,0.98,At Work (In the Office),,,,,,,2054.0
00:34:15,5.0,0.213,1.07,At Work (In the Office),,,,,,,2055.0
00:34:16,5.0,0.194,0.97,At Work (In the Office),,,,,,,2056.0
00:34:17,5.0,0.205,1.03,At Work (In the Office),,,,,,,2057.0
00:34:18,5.0,0.195,0.975,At Work (In the Office),,,,,,,2058.0
00:34:19,5.0,0.198,0.99,At Work (In the Office),,,,,,,2059.0
00:34:20,5.0,0.207,1.04,At Work (In the Office),,,,,,,2060.0
00:34:21,5.0,0.197,0.985,At Work (In the Office),,,,,,,2061.0
00:34:22,5.0,0.201,1.01,At Work (In the Office),,,,,,,2062.0
00:34:23,5.0,0.204,1.02,At Work (In the Office),,,,,,,2063.0
00:34:24,5.0,0.198,0.99,At Work (In the Office),,,,,,,2064.0
00:34:25,5.0,0.213,1.07,At Work (In the Office),,,,,,,2065.0
00:34:26,5.0,0.195,0.975,At Work (In the Office),,,,,,,2066.0
00:34:27,5.0,0.198,0.99,At Work (In the Office),,,,,,,2067.0
00:34:28,5.0,0.203,1.02,At Work (In the Office),,,,,,,2068.0
00:34:29,5.0,0.198,0.99,At Work (In the Office),,,,,,,2069.0
00:34:30,5.0,0.196,0.98,At Work (In the Office),,,,,,,2070.0
00:34:31,5.0,0.198,0.99,At Work (In the Office),,,,,,,2071.0
00:34:32,5.0,0.202,1.01,At Work (In the Office),,,,,,,2072.0
00:34:33,5.0,0.206,1.03,At Work (In the Office),,,,,,,2073.0
00:34:34,5.0,0.198,0.99,At Work (In the Office),,,,,,,2074.0
00:34:35,5.0,0.195,0.975,At Work (In the Office),,,,,,,2075.0
00:34:36,5.0,0.212,1.06,At Work (In the Office),,,,,,,2076.0
00:34:37,5.0,0.198,0.99,At Work (In the Office),,,,,,,2077.0
00:34:38,5.0,0.204,1.02,At Work (In the Office),,,,,,,2078.0
00:34:39,5.0,0.2,1.0,At Work (In the Office),,,,,,,2079.0
00:34:40,5.0,0.199,0.995,At Work (In the Office),,,,,,,2080.0
00:34:41,5.0,0.198,0.99,At Work (In the Office),,,,,,,2081.0
00:34:42,5.0,0.198,0.99,At Work (In the Office),,,,,,,2082.0
00:34:43,5.0,0.195,0.975,At Work (In the Office),,,,,,,2083.0
00:34:44,5.0,0.203,1.02,At Work (In the Office),,,,,,,2084.0
00:34:45,5.0,0.203,1.02,At Work (In the Office),,,,,,,2085.0
00:34:46,5.0,0.207,1.04,At Work (In the Office),,,,,,,2086.0
00:34:47,5.0,0.195,0.975,At Work (In the Office),,,,,,,2087.0
00:34:48,5.0,0.198,0.99,At Work (In the Office),,,,,,,2088.0
00:34:49,5.0,0.21,1.05,At Work (In the Office),,,,,,,2089.0
00:34:50,5.0,0.195,0.975,At Work (In the Office),,,,,,,2090.0
00:34:51,5.0,0.199,0.995,At Work (In the Office),,,,,,,2091.0
00:34:52,5.0,0.195,0.975,At Work (In the Office),,,,,,,2092.0
00:34:53,5.0,0.198,0.99,At Work (In the Office),,,,,,,2093.0
00:34:54,5.0,0.2,1.0,At Work (In the Office),,,,,,,2094.0
00:34:55,5.0,0.195,0.975,At Work (In the Office),,,,,,,2095.0
00:34:56,5.0,0.201,1.01,At Work (In the Office),,,,,,,2096.0
00:34:57,5.0,0.207,1.04,At Work (In the Office),,,,,,,2097.0
00:34:58,5.0,0.198,0.99,At Work (In the Office),,,,,,,2098.0
00:34:59,5.0,0.209,1.05,At Work (In the Office),,,,,,,2099.0
00:35:00,5.0,0.204,1.02,At Work (In the Office),,,,,,,2100.0
00:35:01,5.0,0.23,1.15,At Work (In the Office),,,,,,,2101.0
00:35:02,5.0,0.23,1.15,At Work (In the Office),,,,,,,2102.0
00:35:03,5.0,0.198,0.99,At Work (In the Office),,,,,,,2103.0
00:35:04,5.0,0.195,0.975,At Work (In the Office),,,,,,,2104.0
00:35:05,5.0,0.198,0.99,At Work (In the Office),,,,,,,2105.0
00:35:06,5.0,0.198,0.99,At Work (In the Office),,,,,,,2106.0
00:35:07,5.0,0.207,1.04,At Work (In the Office),,,,,,,2107.0
00:35:08,5.0,0.198,0.99,At Work (In the Office),,,,,,,2108.0
00:35:09,5.0,0.195,0.975,At Work (In the Office),,,,,,,2109.0
00:35:10,5.0,0.21,1.05,At Work (In the Office),,,,,,,2110.0
00:35:11,5.0,0.198,0.99,At Work (In the Office),,,,,,,2111.0
00:35:12,5.0,0.201,1.01,At Work (In the Office),,,,,,,2112.0
00:35:13,5.0,0.197,0.985,At Work (In the Office),,,,,,,2113.0
00:35:14,5.0,0.194,0.97,At Work (In the Office),,,,,,,2114.0
00:35:15,5.0,0.198,0.99,At Work (In the Office),,,,,,,2115.0
00:35:16,5.0,0.195,0.975,At Work (In the Office),,,,,,,2116.0
00:35:17,5.0,0.197,0.985,At Work (In the Office),,,,,,,2117.0
00:35:18,5.0,0.206,1.03,At Work (In the Office),,,,,,,2118.0
00:35:19,5.0,0.195,0.975,At Work (In the Office),,,,,,,2119.0
00:35:20,5.0,0.226,1.13,At Work (In the Office),,,,,,,2120.0
00:35:21,5.0,0.203,1.02,At Work (In the Office),,,,,,,2121.0
00:35:22,5.0,0.198,0.99,At Work (In the Office),,,,,,,2122.0
00:35:23,5.0,0.211,1.06,At Work (In the Office),,,,,,,2123.0
00:35:24,5.0,0.195,0.975,At Work (In the Office),,,,,,,2124.0
00:35:25,5.0,0.202,1.01,At Work (In the Office),,,,,,,2125.0
00:35:26,5.0,0.195,0.975,At Work (In the Office),,,,,,,2126.0
00:35:27,5.0,0.198,0.99,At Work (In the Office),,,,,,,2127.0
00:35:28,5.0,0.199,0.995,At Work (In the Office),,,,,,,2128.0
00:35:29,5.0,0.196,0.98,At Work (In the Office),,,,,,,2129.0
00:35:30,5.0,0.199,0.995,At Work (In the Office),,,,,,,2130.0
00:35:31,5.0,0.207,1.04,At Work (In the Office),,,,,,,2131.0
00:35:32,5.0,0.202,1.01,At Work (In the Office),,,,,,,2132.0
00:35:33,5.0,0.209,1.05,At Work (In the Office),,,,,,,2133.0
00:35:34,5.0,0.202,1.01,At Work (In the Office),,,,,,,2134.0
00:35:35,5.0,0.198,0.99,At Work (In the Office),,,,,,,2135.0
00:35:36,5.0,0.204,1.02,At Work (In the Office),,,,,,,2136.0
00:35:37,5.0,0.206,1.03,At Work (In the Office),,,,,,,2137.0
00:35:38,5.0,0.195,0.975,At Work (In the Office),,,,,,,2138.0
00:35:39,5.0,0.198,0.99,At Work (In the Office),,,,,,,2139.0
00:35:40,5.0,0.198,0.99,At Work (In the Office),,,,,,,2140.0
00:35:41,5.0,0.204,1.02,At Work (In the Office),,,,,,,2141.0
00:35:42,5.0,0.198,0.99,At Work (In the Office),,,,,,,2142.0
00:35:43,5.0,0.196,0.98,At Work (In the Office),,,,,,,2143.0
00:35:44,5.0,0.212,1.06,At Work (In the Office),,,,,,,2144.0
00:35:45,5.0,0.195,0.975,At Work (In the Office),,,,,,,2145.0
00:35:46,5.0,0.209,1.05,At Work (In the Office),,,,,,,2146.0
00:35:47,5.0,0.213,1.07,At Work (In the Office),,,,,,,2147.0
00:35:48,5.0,0.195,0.975,At Work (In the Office),,,,,,,2148.0
00:35:49,5.0,0.202,1.01,At Work (In the Office),,,,,,,2149.0
00:35:50,5.0,0.195,0.975,At Work (In the Office),,,,,,,2150.0
00:35:51,5.0,0.199,0.995,At Work (In the Office),,,,,,,2151.0
00:35:52,5.0,0.209,1.05,At Work (In the Office),,,,,,,2152.0
00:35:53,5.0,0.195,0.975,At Work (In the Office),,,,,,,2153.0
00:35:54,5.0,0.223,1.12,At Work (In the Office),,,,,,,2154.0
00:35:55,5.0,0.196,0.98,At Work (In the Office),,,,,,,2155.0
00:35:56,5.0,0.198,0.99,At Work (In the Office),,,,,,,2156.0
00:35:57,5.0,0.213,1.07,At Work (In the Office),,,,,,,2157.0
00:35:58,5.0,0.195,0.975,At Work (In the Office),,,,,,,2158.0
00:35:59,5.0,0.2,1.0,At Work (In the Office),,,,,,,2159.0
00:36:00,5.0,0.194,0.97,At Work (In the Office),,,,,,,2160.0
00:36:01,5.0,0.231,1.16,At Work (In the Office),,,,,,,2161.0
00:36:02,5.0,0.231,1.16,At Work (In the Office),,,,,,,2162.0
00:36:03,5.0,0.198,0.99,At Work (In the Office),,,,,,,2163.0
00:36:04,5.0,0.198,0.99,At Work (In the Office),,,,,,,2164.0
00:36:05,5.0,0.209,1.05,At Work (In the Office),,,,,,,2165.0
00:36:06,5.0,0.198,0.99,At Work (In the Office),,,,,,,2166.0
00:36:07,5.0,0.207,1.04,At Work (In the Office),,,,,,,2167.0
00:36:08,5.0,0.198,0.99,At Work (In the Office),,,,,,,2168.0
00:36:09,5.0,0.24,1.2,At Work (In the Office),,,,,,,2169.0
00:36:10,5.0,0.23,1.15,At Work (In the Office),,,,,,,2170.0
00:36:11,5.0,0.198,0.99,At Work (In the Office),,,,,,,2171.0
00:36:12,5.0,0.194,0.97,At Work (In the Office),,,,,,,2172.0
00:36:13,5.0,0.201,1.01,At Work (In the Office),,,,,,,2173.0
00:36:14,5.0,0.196,0.98,At Work (In the Office),,,,,,,2174.0
00:36:15,5.0,0.209,1.05,At Work (In the Office),,,,,,,2175.0
00:36:16,5.0,0.198,0.99,At Work (In the Office),,,,,,,2176.0
00:36:17,5.0,0.197,0.985,At Work (In the Office),,,,,,,2177.0
00:36:18,5.0,0.21,1.05,At Work (In the Office),,,,,,,2178.0
00:36:19,5.0,0.195,0.975,At Work (In the Office),,,,,,,2179.0
00:36:20,5.0,0.208,1.04,At Work (In the Office),,,,,,,2180.0
00:36:21,5.0,0.198,0.99,At Work (In the Office),,,,,,,2181.0
00:36:22,5.0,0.195,0.975,At Work (In the Office),,,,,,,2182.0
00:36:23,5.0,0.2,1.0,At Work (In the Office),,,,,,,2183.0
00:36:24,5.0,0.195,0.975,At Work (In the Office),,,,,,,2184.0
00:36:25,5.0,0.202,1.01,At Work (In the Office),,,,,,,2185.0
00:36:26,5.0,0.205,1.03,At Work (In the Office),,,,,,,2186.0
00:36:27,5.0,0.195,0.975,At Work (In the Office),,,,,,,2187.0
00:36:28,5.0,0.226,1.13,At Work (In the Office),,,,,,,2188.0
00:36:29,5.0,0.194,0.97,At Work (In the Office),,,,,,,2189.0
00:36:30,5.0,0.203,1.02,At Work (In the Office),,,,,,,2190.0
00:36:31,5.0,0.246,1.23,At Work (In the Office),,,,,,,2191.0
00:36:32,5.0,0.198,0.99,At Work (In the Office),,,,,,,2192.0
00:36:33,5.0,0.206,1.03,At Work (In the Office),,,,,,,2193.0
00:36:34,5.0,0.195,0.975,At Work (In the Office),,,,,,,2194.0
00:36:35,5.0,0.203,1.02,At Work (In the Office),,,,,,,2195.0
00:36:36,5.0,0.2,1.0,At Work (In the Office),,,,,,,2196.0
00:36:37,5.0,0.198,0.99,At Work (In the Office),,,,,,,2197.0
00:36:38,5.0,0.198,0.99,At Work (In the Office),,,,,,,2198.0
00:36:39,5.0,0.207,1.04,At Work (In the Office),,,,,,,2199.0
00:36:40,5.0,0.201,1.01,At Work (In the Office),,,,,,,2200.0
00:36:41,5.0,0.207,1.04,At Work (In the Office),,,,,,,2201.0
00:36:42,5.0,0.197,0.985,At Work (In the Office),,,,,,,2202.0
00:36:43,5.0,0.196,0.98,At Work (In the Office),,,,,,,2203.0
00:36:44,5.0,0.231,1.16,At Work (In the Office),,,,,,,2204.0
00:36:45,5.0,0.198,0.99,At Work (In the Office),,,,,,,2205.0
00:36:46,5.0,0.194,0.97,At Work (In the Office),,,,,,,2206.0
00:36:47,5.0,0.207,1.04,At Work (In the Office),,,,,,,2207.0
00:36:48,5.0,0.195,0.975,At Work (In the Office),,,,,,,2208.0
00:36:49,5.0,0.24,1.2,At Work (In the Office),,,,,,,2209.0
00:36:50,5.0,0.199,0.995,At Work (In the Office),,,,,,,2210.0
00:36:51,5.0,0.206,1.03,At Work (In the Office),,,,,,,2211.0
00:36:52,5.0,0.239,1.2,At Work (In the Office),,,,,,,2212.0
00:36:53,5.0,0.206,1.03,At Work (In the Office),,,,,,,2213.0
00:36:54,5.0,0.212,1.06,At Work (In the Office),,,,,,,2214.0
00:36:55,5.0,0.214,1.07,At Work (In the Office),,,,,,,2215.0
00:36:56,5.0,0.195,0.975,At Work (In the Office),,,,,,,2216.0
00:36:57,5.0,0.198,0.99,At Work (In the Office),,,,,,,2217.0
00:36:58,5.0,0.233,1.17,At Work (In the Office),,,,,,,2218.0
00:36:59,5.0,0.198,0.99,At Work (In the Office),,,,,,,2219.0
00:37:00,5.0,0.214,1.07,At Work (In the Office),,,,,,,2220.0
00:37:01,5.0,0.201,1.01,At Work (In the Office),,,,,,,2221.0
00:37:02,5.0,0.237,1.19,At Work (In the Office),,,,,,,2222.0
00:37:03,5.0,0.226,1.13,At Work (In the Office),,,,,,,2223.0
00:37:04,5.0,0.198,0.99,At Work (In the Office),,,,,,,2224.0
00:37:05,5.0,0.22,1.1,At Work (In the Office),,,,,,,2225.0
00:37:06,5.0,0.2,1.0,At Work (In the Office),,,,,,,2226.0
00:37:07,5.0,0.201,1.01,At Work (In the Office),,,,,,,2227.0
00:37:08,5.0,0.195,0.975,At Work (In the Office),,,,,,,2228.0
00:37:09,5.0,0.212,1.06,At Work (In the Office),,,,,,,2229.0
00:37:10,5.0,0.231,1.16,At Work (In the Office),,,,,,,2230.0
00:37:11,5.0,0.202,1.01,At Work (In the Office),,,,,,,2231.0
00:37:12,5.0,0.199,0.995,At Work (In the Office),,,,,,,2232.0
00:37:13,5.0,0.208,1.04,At Work (In the Office),,,,,,,2233.0
00:37:14,5.0,0.201,1.01,At Work (In the Office),,,,,,,2234.0
00:37:15,5.0,0.207,1.04,At Work (In the Office),,,,,,,2235.0
00:37:16,5.0,0.198,0.99,At Work (In the Office),,,,,,,2236.0
00:37:17,5.0,0.195,0.975,At Work (In the Office),,,,,,,2237.0
00:37:18,5.0,0.226,1.13,At Work (In the Office),,,,,,,2238.0
00:37:19,5.0,0.201,1.01,At Work (In the Office),,,,,,,2239.0
00:37:20,5.0,0.195,0.975,At Work (In the Office),,,,,,,2240.0
00:37:21,5.0,0.201,1.01,At Work (In the Office),,,,,,,2241.0
00:37:22,5.0,0.195,0.975,At Work (In the Office),,,,,,,2242.0
00:37:23,5.0,0.209,1.05,At Work (In the Office),,,,,,,2243.0
00:37:24,5.0,0.198,0.99,At Work (In the Office),,,,,,,2244.0
00:37:25,5.0,0.195,0.975,At Work (In the Office),,,,,,,2245.0
00:37:26,5.0,0.217,1.09,At Work (In the Office),,,,,,,2246.0
00:37:27,5.0,0.194,0.97,At Work (In the Office),,,,,,,2247.0
00:37:28,5.0,0.221,1.11,At Work (In the Office),,,,,,,2248.0
00:37:29,5.0,0.209,1.05,At Work (In the Office),,,,,,,2249.0
00:37:30,5.0,0.197,0.985,At Work (In the Office),,,,,,,2250.0
00:37:31,5.0,0.201,1.01,At Work (In the Office),,,,,,,2251.0
00:37:32,5.0,0.195,0.975,At Work (In the Office),,,,,,,2252.0
00:37:33,5.0,0.21,1.05,At Work (In the Office),,,,,,,2253.0
00:37:34,5.0,0.204,1.02,At Work (In the Office),,,,,,,2254.0
00:37:35,5.0,0.198,0.99,At Work (In the Office),,,,,,,2255.0
00:37:36,5.0,0.21,1.05,At Work (In the Office),,,,,,,2256.0
00:37:37,5.0,0.195,0.975,At Work (In the Office),,,,,,,2257.0
00:37:38,5.0,0.204,1.02,At Work (In the Office),,,,,,,2258.0
00:37:39,5.0,0.21,1.05,At Work (In the Office),,,,,,,2259.0
00:37:40,5.0,0.201,1.01,At Work (In the Office),,,,,,,2260.0
00:37:41,5.0,0.22,1.1,At Work (In the Office),,,,,,,2261.0
00:37:42,5.0,0.201,1.01,At Work (In the Office),,,,,,,2262.0
00:37:43,5.0,0.198,0.99,At Work (In the Office),,,,,,,2263.0
00:37:44,5.0,0.197,0.985,At Work (In the Office),,,,,,,2264.0
00:37:45,5.0,0.198,0.99,At Work (In the Office),,,,,,,2265.0
00:37:46,5.0,0.199,0.995,At Work (In the Office),,,,,,,2266.0
00:37:47,5.0,0.209,1.05,At Work (In the Office),,,,,,,2267.0
00:37:48,5.0,0.199,0.995,At Work (In the Office),,,,,,,2268.0
00:37:49,5.0,0.213,1.07,At Work (In the Office),,,,,,,2269.0
00:37:50,5.0,0.198,0.99,At Work (In the Office),,,,,,,2270.0
