Timings,Voltage [V],Current Corrected [A] ,Power [W],Status,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,TimeSeconds
00:37:51,5.0,0.195,0.975,At Work (In the Office),,,,,,,2271.0
00:37:52,5.0,0.206,1.03,At Work (In the Office),,,,,,,2272.0
00:37:53,5.0,0.199,0.995,At Work (In the Office),,,,,,,2273.0
00:37:54,5.0,0.195,0.975,At Work (In the Office),,,,,,,2274.0
00:37:55,5.0,0.201,1.01,At Work (In the Office),,,,,,,2275.0
00:37:56,5.0,0.195,0.975,At Work (In the Office),,,,,,,2276.0
00:37:57,5.0,0.205,1.03,At Work (In the Office),,,,,,,2277.0
00:37:58,5.0,0.197,0.985,At Work (In the Office),,,,,,,2278.0
00:37:59,5.0,0.196,0.98,At Work (In the Office),,,,,,,2279.0
00:38:00,5.0,0.207,1.04,At Work (In the Office),,,,,,,2280.0
00:38:01,5.0,0.194,0.97,At Work (In the Office),,,,,,,2281.0
00:38:02,5.0,0.215,1.08,At Work (In the Office),,,,,,,2282.0
00:38:03,5.0,0.228,1.14,At Work (In the Office),,,,,,,2283.0
00:38:04,5.0,0.231,1.16,At Work (In the Office),,,,,,,2284.0
00:38:05,5.0,0.198,0.99,At Work (In the Office),,,,,,,2285.0
00:38:06,5.0,0.195,0.975,At Work (In the Office),,,,,,,2286.0
00:38:07,5.0,0.199,0.995,At Work (In the Office),,,,,,,2287.0
00:38:08,5.0,0.199,0.995,At Work (In the Office),,,,,,,2288.0
00:38:09,5.0,0.198,0.99,At Work (In the Office),,,,,,,2289.0
00:38:10,5.0,0.21,1.05,At Work (In the Office),,,,,,,2290.0
00:38:11,5.0,0.195,0.975,At Work (In the Office),,,,,,,2291.0
00:38:12,5.0,0.198,0.99,At Work (In the Office),,,,,,,2292.0
00:38:13,5.0,0.206,1.03,At Work (In the Office),,,,,,,2293.0
00:38:14,5.0,0.197,0.985,At Work (In the Office),,,,,,,2294.0
00:38:15,5.0,0.203,1.02,At Work (In the Office),,,,,,,2295.0
00:38:16,5.0,0.198,0.99,At Work (In the Office),,,,,,,2296.0
00:38:17,5.0,0.198,0.99,At Work (In the Office),,,,,,,2297.0
00:38:18,5.0,0.196,0.98,At Work (In the Office),,,,,,,2298.0
00:38:19,5.0,0.198,0.99,At Work (In the Office),,,,,,,2299.0
00:38:20,5.0,0.195,0.975,At Work (In the Office),,,,,,,2300.0
00:38:21,5.0,0.21,1.05,At Work (In the Office),,,,,,,2301.0
00:38:22,5.0,0.201,1.01,At Work (In the Office),,,,,,,2302.0
00:38:23,5.0,0.207,1.04,At Work (In the Office),,,,,,,2303.0
00:38:24,5.0,0.198,0.99,At Work (In the Office),,,,,,,2304.0
00:38:25,5.0,0.195,0.975,At Work (In the Office),,,,,,,2305.0
00:38:26,5.0,0.203,1.02,At Work (In the Office),,,,,,,2306.0
00:38:27,5.0,0.199,0.995,At Work (In the Office),,,,,,,2307.0
00:38:28,5.0,0.196,0.98,At Work (In the Office),,,,,,,2308.0
00:38:29,5.0,0.198,0.99,At Work (In the Office),,,,,,,2309.0
00:38:30,5.0,0.197,0.985,At Work (In the Office),,,,,,,2310.0
00:38:31,5.0,0.208,1.04,At Work (In the Office),,,,,,,2311.0
00:38:32,5.0,0.195,0.975,At Work (In the Office),,,,,,,2312.0
00:38:33,5.0,0.2,1.0,At Work (In the Office),,,,,,,2313.0
00:38:34,5.0,0.208,1.04,At Work (In the Office),,,,,,,2314.0
00:38:35,5.0,0.197,0.985,At Work (In the Office),,,,,,,2315.0
00:38:36,5.0,0.21,1.05,At Work (In the Office),,,,,,,2316.0
00:38:37,5.0,0.195,0.975,At Work (In the Office),,,,,,,2317.0
00:38:38,5.0,0.201,1.01,At Work (In the Office),,,,,,,2318.0
00:38:39,5.0,0.204,1.02,At Work (In the Office),,,,,,,2319.0
00:38:40,5.0,0.195,0.975,At Work (In the Office),,,,,,,2320.0
00:38:41,5.0,0.201,1.01,At Work (In the Office),,,,,,,2321.0
00:38:42,5.0,0.197,0.985,At Work (In the Office),,,,,,,2322.0
00:38:43,5.0,0.198,0.99,At Work (In the Office),,,,,,,2323.0
00:38:44,5.0,0.21,1.05,At Work (In the Office),,,,,,,2324.0
00:38:45,5.0,0.198,0.99,At Work (In the Office),,,,,,,2325.0
00:38:46,5.0,0.2,1.0,At Work (In the Office),,,,,,,2326.0
00:38:47,5.0,0.208,1.04,At Work (In the Office),,,,,,,2327.0
00:38:48,5.0,0.198,0.99,At Work (In the Office),,,,,,,2328.0
00:38:49,5.0,0.203,1.02,At Work (In the Office),,,,,,,2329.0
00:38:50,5.0,0.198,0.99,At Work (In the Office),,,,,,,2330.0
00:38:51,5.0,0.198,0.99,At Work (In the Office),,,,,,,2331.0
00:38:52,5.0,0.197,0.985,At Work (In the Office),,,,,,,2332.0
00:38:53,5.0,0.221,1.11,At Work (In the Office),,,,,,,2333.0
00:38:54,5.0,0.198,0.99,At Work (In the Office),,,,,,,2334.0
00:38:55,5.0,0.208,1.04,At Work (In the Office),,,,,,,2335.0
00:38:56,5.0,0.198,0.99,At Work (In the Office),,,,,,,2336.0
00:38:57,5.0,0.207,1.04,At Work (In the Office),,,,,,,2337.0
00:38:58,5.0,0.198,0.99,At Work (In the Office),,,,,,,2338.0
00:38:59,5.0,0.194,0.97,At Work (In the Office),,,,,,,2339.0
00:39:00,5.0,0.207,1.04,At Work (In the Office),,,,,,,2340.0
00:39:01,5.0,0.195,0.975,At Work (In the Office),,,,,,,2341.0
00:39:02,5.0,0.198,0.99,At Work (In the Office),,,,,,,2342.0
00:39:03,5.0,0.231,1.16,At Work (In the Office),,,,,,,2343.0
00:39:04,5.0,0.231,1.16,At Work (In the Office),,,,,,,2344.0
00:39:05,5.0,0.212,1.06,At Work (In the Office),,,,,,,2345.0
00:39:06,5.0,0.197,0.985,At Work (In the Office),,,,,,,2346.0
00:39:07,5.0,0.198,0.99,At Work (In the Office),,,,,,,2347.0
00:39:08,5.0,0.209,1.05,At Work (In the Office),,,,,,,2348.0
00:39:09,5.0,0.195,0.975,At Work (In the Office),,,,,,,2349.0
00:39:10,5.0,0.211,1.06,At Work (In the Office),,,,,,,2350.0
00:39:11,5.0,0.194,0.97,At Work (In the Office),,,,,,,2351.0
00:39:12,5.0,0.198,0.99,At Work (In the Office),,,,,,,2352.0
00:39:13,5.0,0.198,0.99,At Work (In the Office),,,,,,,2353.0
00:39:14,5.0,0.197,0.985,At Work (In the Office),,,,,,,2354.0
00:39:15,5.0,0.198,0.99,At Work (In the Office),,,,,,,2355.0
00:39:16,5.0,0.231,1.16,At Work (In the Office),,,,,,,2356.0
00:39:17,5.0,0.198,0.99,At Work (In the Office),,,,,,,2357.0
00:39:18,5.0,0.207,1.04,At Work (In the Office),,,,,,,2358.0
00:39:19,5.0,0.202,1.01,At Work (In the Office),,,,,,,2359.0
00:39:20,5.0,0.198,0.99,At Work (In the Office),,,,,,,2360.0
00:39:21,5.0,0.207,1.04,At Work (In the Office),,,,,,,2361.0
00:39:22,5.0,0.198,0.99,At Work (In the Office),,,,,,,2362.0
00:39:23,5.0,0.2,1.0,At Work (In the Office),,,,,,,2363.0
00:39:24,5.0,0.198,0.99,At Work (In the Office),,,,,,,2364.0
00:39:25,5.0,0.198,0.99,At Work (In the Office),,,,,,,2365.0
00:39:26,5.0,0.195,0.975,At Work (In the Office),,,,,,,2366.0
00:39:27,5.0,0.198,0.99,At Work (In the Office),,,,,,,2367.0
00:39:28,5.0,0.194,0.97,At Work (In the Office),,,,,,,2368.0
00:39:29,5.0,0.21,1.05,At Work (In the Office),,,,,,,2369.0
00:39:30,5.0,0.195,0.975,At Work (In the Office),,,,,,,2370.0
00:39:31,5.0,0.21,1.05,At Work (In the Office),,,,,,,2371.0
00:39:32,5.0,0.198,0.99,At Work (In the Office),,,,,,,2372.0
00:39:33,5.0,0.199,0.995,At Work (In the Office),,,,,,,2373.0
00:39:34,5.0,0.207,1.04,At Work (In the Office),,,,,,,2374.0
00:39:35,5.0,0.195,0.975,At Work (In the Office),,,,,,,2375.0
00:39:36,5.0,0.228,1.14,At Work (In the Office),,,,,,,2376.0
00:39:37,5.0,0.198,0.99,At Work (In the Office),,,,,,,2377.0
00:39:38,5.0,0.195,0.975,At Work (In the Office),,,,,,,2378.0
00:39:39,5.0,0.211,1.06,At Work (In the Office),,,,,,,2379.0
00:39:40,5.0,0.195,0.975,At Work (In the Office),,,,,,,2380.0
00:39:41,5.0,0.198,0.99,At Work (In the Office),,,,,,,2381.0
00:39:42,5.0,0.225,1.13,At Work (In the Office),,,,,,,2382.0
00:39:43,5.0,0.196,0.98,At Work (In the Office),,,,,,,2383.0
00:39:44,5.0,0.21,1.05,At Work (In the Office),,,,,,,2384.0
00:39:45,5.0,0.194,0.97,At Work (In the Office),,,,,,,2385.0
00:39:46,5.0,0.198,0.99,At Work (In the Office),,,,,,,2386.0
00:39:47,5.0,0.2,1.0,At Work (In the Office),,,,,,,2387.0
00:39:48,5.0,0.199,0.995,At Work (In the Office),,,,,,,2388.0
00:39:49,5.0,0.198,0.99,At Work (In the Office),,,,,,,2389.0
00:39:50,5.0,0.231,1.16,At Work (In the Office),,,,,,,2390.0
00:39:51,5.0,0.198,0.99,At Work (In the Office),,,,,,,2391.0
00:39:52,5.0,0.207,1.04,At Work (In the Office),,,,,,,2392.0
00:39:53,5.0,0.198,0.99,At Work (In the Office),,,,,,,2393.0
00:39:54,5.0,0.198,0.99,At Work (In the Office),,,,,,,2394.0
00:39:55,5.0,0.212,1.06,At Work (In the Office),,,,,,,2395.0
00:39:56,5.0,0.198,0.99,At Work (In the Office),,,,,,,2396.0
00:39:57,5.0,0.207,1.04,At Work (In the Office),,,,,,,2397.0
00:39:58,5.0,0.225,1.13,At Work (In the Office),,,,,,,2398.0
00:39:59,5.0,0.196,0.98,At Work (In the Office),,,,,,,2399.0
00:40:00,5.0,0.201,1.01,At Work (In the Office),,,,,,,2400.0
00:40:01,5.0,0.198,0.99,At Work (In the Office),,,,,,,2401.0
00:40:02,5.0,0.195,0.975,At Work (In the Office),,,,,,,2402.0
00:40:03,5.0,0.208,1.04,At Work (In the Office),,,,,,,2403.0
00:40:04,5.0,0.245,1.23,At Work (In the Office),,,,,,,2404.0
00:40:05,5.0,0.235,1.18,At Work (In the Office),,,,,,,2405.0
00:40:06,5.0,0.209,1.05,At Work (In the Office),,,,,,,2406.0
00:40:07,5.0,0.195,0.975,At Work (In the Office),,,,,,,2407.0
00:40:08,5.0,0.21,1.05,At Work (In the Office),,,,,,,2408.0
00:40:09,5.0,0.195,0.975,At Work (In the Office),,,,,,,2409.0
00:40:10,5.0,0.198,0.99,At Work (In the Office),,,,,,,2410.0
00:40:11,5.0,0.212,1.06,At Work (In the Office),,,,,,,2411.0
00:40:12,5.0,0.21,1.05,At Work (In the Office),,,,,,,2412.0
00:40:13,5.0,0.204,1.02,At Work (In the Office),,,,,,,2413.0
00:40:14,5.0,0.194,0.97,At Work (In the Office),,,,,,,2414.0
00:40:15,5.0,0.198,0.99,At Work (In the Office),,,,,,,2415.0
00:40:16,5.0,0.207,1.04,At Work (In the Office),,,,,,,2416.0
00:40:17,5.0,0.198,0.99,At Work (In the Office),,,,,,,2417.0
00:40:18,5.0,0.21,1.05,At Work (In the Office),,,,,,,2418.0
00:40:19,5.0,0.195,0.975,At Work (In the Office),,,,,,,2419.0
00:40:20,5.0,0.202,1.01,At Work (In the Office),,,,,,,2420.0
00:40:21,5.0,0.197,0.985,At Work (In the Office),,,,,,,2421.0
00:40:22,5.0,0.198,0.99,At Work (In the Office),,,,,,,2422.0
00:40:23,5.0,0.198,0.99,At Work (In the Office),,,,,,,2423.0
00:40:24,5.0,0.231,1.16,At Work (In the Office),,,,,,,2424.0
00:40:25,5.0,0.198,0.99,At Work (In the Office),,,,,,,2425.0
00:40:26,5.0,0.207,1.04,At Work (In the Office),,,,,,,2426.0
00:40:27,5.0,0.197,0.985,At Work (In the Office),,,,,,,2427.0
00:40:28,5.0,0.197,0.985,At Work (In the Office),,,,,,,2428.0
00:40:29,5.0,0.209,1.05,At Work (In the Office),,,,,,,2429.0
00:40:30,5.0,0.198,0.99,At Work (In the Office),,,,,,,2430.0
00:40:31,5.0,0.198,0.99,At Work (In the Office),,,,,,,2431.0
00:40:32,5.0,0.221,1.11,At Work (In the Office),,,,,,,2432.0
00:40:33,5.0,0.195,0.975,At Work (In the Office),,,,,,,2433.0
00:40:34,5.0,0.198,0.99,At Work (In the Office),,,,,,,2434.0
00:40:35,5.0,0.198,0.99,At Work (In the Office),,,,,,,2435.0
00:40:36,5.0,0.198,0.99,At Work (In the Office),,,,,,,2436.0
00:40:37,5.0,0.21,1.05,At Work (In the Office),,,,,,,2437.0
00:40:38,5.0,0.195,0.975,At Work (In the Office),,,,,,,2438.0
00:40:39,5.0,0.222,1.11,At Work (In the Office),,,,,,,2439.0
00:40:40,5.0,0.212,1.06,At Work (In the Office),,,,,,,2440.0
00:40:41,5.0,0.195,0.975,At Work (In the Office),,,,,,,2441.0
00:40:42,5.0,0.208,1.04,At Work (In the Office),,,,,,,2442.0
00:40:43,5.0,0.194,0.97,At Work (In the Office),,,,,,,2443.0
00:40:44,5.0,0.203,1.02,At Work (In the Office),,,,,,,2444.0
00:40:45,5.0,0.195,0.975,At Work (In the Office),,,,,,,2445.0
00:40:46,5.0,0.201,1.01,At Work (In the Office),,,,,,,2446.0
00:40:47,5.0,0.232,1.16,At Work (In the Office),,,,,,,2447.0
00:40:48,5.0,0.196,0.98,At Work (In the Office),,,,,,,2448.0
00:40:49,5.0,0.198,0.99,At Work (In the Office),,,,,,,2449.0
00:40:50,5.0,0.206,1.03,At Work (In the Office),,,,,,,2450.0
00:40:51,5.0,0.198,0.99,At Work (In the Office),,,,,,,2451.0
00:40:52,5.0,0.212,1.06,At Work (In the Office),,,,,,,2452.0
00:40:53,5.0,0.195,0.975,At Work (In the Office),,,,,,,2453.0
00:40:54,5.0,0.198,0.99,At Work (In the Office),,,,,,,2454.0
00:40:55,5.0,0.2,1.0,At Work (In the Office),,,,,,,2455.0
00:40:56,5.0,0.209,1.05,At Work (In the Office),,,,,,,2456.0
00:40:57,5.0,0.196,0.98,At Work (In the Office),,,,,,,2457.0
00:40:58,5.0,0.2,1.0,At Work (In the Office),,,,,,,2458.0
00:40:59,5.0,0.198,0.99,At Work (In the Office),,,,,,,2459.0
00:41:00,5.0,0.207,1.04,At Work (In the Office),,,,,,,2460.0
00:41:01,5.0,0.201,1.01,At Work (In the Office),,,,,,,2461.0
00:41:02,5.0,0.195,0.975,At Work (In the Office),,,,,,,2462.0
00:41:03,5.0,0.21,1.05,At Work (In the Office),,,,,,,2463.0
00:41:04,5.0,0.198,0.99,At Work (In the Office),,,,,,,2464.0
00:41:05,5.0,0.265,1.33,At Work (In the Office),,,,,,,2465.0
00:41:06,5.0,0.233,1.17,At Work (In the Office),,,,,,,2466.0
00:41:07,5.0,0.195,0.975,At Work (In the Office),,,,,,,2467.0
00:41:08,5.0,0.198,0.99,At Work (In the Office),,,,,,,2468.0
00:41:09,5.0,0.198,0.99,At Work (In the Office),,,,,,,2469.0
00:41:10,5.0,0.195,0.975,At Work (In the Office),,,,,,,2470.0
00:41:11,5.0,0.207,1.04,At Work (In the Office),,,,,,,2471.0
00:41:12,5.0,0.194,0.97,At Work (In the Office),,,,,,,2472.0
00:41:13,5.0,0.219,1.1,At Work (In the Office),,,,,,,2473.0
00:41:14,5.0,0.207,1.04,At Work (In the Office),,,,,,,2474.0
00:41:15,5.0,0.197,0.985,At Work (In the Office),,,,,,,2475.0
00:41:16,5.0,0.222,1.11,At Work (In the Office),,,,,,,2476.0
00:41:17,5.0,0.195,0.975,At Work (In the Office),,,,,,,2477.0
00:41:18,5.0,0.198,0.99,At Work (In the Office),,,,,,,2478.0
00:41:19,5.0,0.224,1.12,At Work (In the Office),,,,,,,2479.0
00:41:20,5.0,0.201,1.01,At Work (In the Office),,,,,,,2480.0
00:41:21,5.0,0.231,1.16,At Work (In the Office),,,,,,,2481.0
00:41:22,5.0,0.199,0.995,At Work (In the Office),,,,,,,2482.0
00:41:23,5.0,0.198,0.99,At Work (In the Office),,,,,,,2483.0
00:41:24,5.0,0.211,1.06,At Work (In the Office),,,,,,,2484.0
00:41:25,5.0,0.202,1.01,At Work (In the Office),,,,,,,2485.0
00:41:26,5.0,0.209,1.05,At Work (In the Office),,,,,,,2486.0
00:41:27,5.0,0.199,0.995,At Work (In the Office),,,,,,,2487.0
00:41:28,5.0,0.198,0.99,At Work (In the Office),,,,,,,2488.0
00:41:29,5.0,0.231,1.16,At Work (In the Office),,,,,,,2489.0
00:41:30,5.0,0.198,0.99,At Work (In the Office),,,,,,,2490.0
00:41:31,5.0,0.195,0.975,At Work (In the Office),,,,,,,2491.0
00:41:32,5.0,0.201,1.01,At Work (In the Office),,,,,,,2492.0
00:41:33,5.0,0.198,0.99,At Work (In the Office),,,,,,,2493.0
00:41:34,5.0,0.207,1.04,At Work (In the Office),,,,,,,2494.0
00:41:35,5.0,0.198,0.99,At Work (In the Office),,,,,,,2495.0
00:41:36,5.0,0.195,0.975,At Work (In the Office),,,,,,,2496.0
00:41:37,5.0,0.214,1.07,At Work (In the Office),,,,,,,2497.0
00:41:38,5.0,0.199,0.995,At Work (In the Office),,,,,,,2498.0
00:41:39,5.0,0.199,0.995,At Work (In the Office),,,,,,,2499.0
00:41:40,5.0,0.198,0.99,At Work (In the Office),,,,,,,2500.0
00:41:41,5.0,0.194,0.97,At Work (In the Office),,,,,,,2501.0
00:41:42,5.0,0.199,0.995,At Work (In the Office),,,,,,,2502.0
00:41:43,5.0,0.196,0.98,At Work (In the Office),,,,,,,2503.0
00:41:44,5.0,0.197,0.985,At Work (In the Office),,,,,,,2504.0
00:41:45,5.0,0.213,1.07,At Work (In the Office),,,,,,,2505.0
00:41:46,5.0,0.195,0.975,At Work (In the Office),,,,,,,2506.0
00:41:47,5.0,0.212,1.06,At Work (In the Office),,,,,,,2507.0
00:41:48,5.0,0.195,0.975,At Work (In the Office),,,,,,,2508.0
00:41:49,5.0,0.198,0.99,At Work (In the Office),,,,,,,2509.0
00:41:50,5.0,0.214,1.07,At Work (In the Office),,,,,,,2510.0
00:41:51,5.0,0.195,0.975,At Work (In the Office),,,,,,,2511.0
00:41:52,5.0,0.224,1.12,At Work (In the Office),,,,,,,2512.0
00:41:53,5.0,0.195,0.975,At Work (In the Office),,,,,,,2513.0
00:41:54,5.0,0.198,0.99,At Work (In the Office),,,,,,,2514.0
00:41:55,5.0,0.205,1.03,At Work (In the Office),,,,,,,2515.0
00:41:56,5.0,0.197,0.985,At Work (In the Office),,,,,,,2516.0
00:41:57,5.0,0.202,1.01,At Work (In the Office),,,,,,,2517.0
00:41:58,5.0,0.206,1.03,At Work (In the Office),,,,,,,2518.0
00:41:59,5.0,0.198,0.99,At Work (In the Office),,,,,,,2519.0
00:42:00,5.0,0.213,1.07,At Work (In the Office),,,,,,,2520.0
00:42:01,5.0,0.198,0.99,At Work (In the Office),,,,,,,2521.0
00:42:02,5.0,0.202,1.01,At Work (In the Office),,,,,,,2522.0
00:42:03,5.0,0.201,1.01,At Work (In the Office),,,,,,,2523.0
00:42:04,5.0,0.22,1.1,At Work (In the Office),,,,,,,2524.0
00:42:05,5.0,0.254,1.27,At Work (In the Office),,,,,,,2525.0
00:42:06,5.0,0.235,1.18,At Work (In the Office),,,,,,,2526.0
00:42:07,5.0,0.214,1.07,At Work (In the Office),,,,,,,2527.0
00:42:08,5.0,0.212,1.06,At Work (In the Office),,,,,,,2528.0
00:42:09,5.0,0.198,0.99,At Work (In the Office),,,,,,,2529.0
00:42:10,5.0,0.195,0.975,At Work (In the Office),,,,,,,2530.0
00:42:11,5.0,0.215,1.08,At Work (In the Office),,,,,,,2531.0
00:42:12,5.0,0.2,1.0,At Work (In the Office),,,,,,,2532.0
00:42:13,5.0,0.204,1.02,At Work (In the Office),,,,,,,2533.0
00:42:14,5.0,0.198,0.99,At Work (In the Office),,,,,,,2534.0
00:42:15,5.0,0.194,0.97,At Work (In the Office),,,,,,,2535.0
00:42:16,5.0,0.201,1.01,At Work (In the Office),,,,,,,2536.0
00:42:17,5.0,0.199,0.995,At Work (In the Office),,,,,,,2537.0
00:42:18,5.0,0.204,1.02,At Work (In the Office),,,,,,,2538.0
00:42:19,5.0,0.235,1.18,At Work (In the Office),,,,,,,2539.0
00:42:20,5.0,0.197,0.985,At Work (In the Office),,,,,,,2540.0
00:42:21,5.0,0.218,1.09,At Work (In the Office),,,,,,,2541.0
00:42:22,5.0,0.195,0.975,At Work (In the Office),,,,,,,2542.0
00:42:23,5.0,0.202,1.01,At Work (In the Office),,,,,,,2543.0
00:42:24,5.0,0.222,1.11,At Work (In the Office),,,,,,,2544.0
00:42:25,5.0,0.195,0.975,At Work (In the Office),,,,,,,2545.0
00:42:26,5.0,0.202,1.01,At Work (In the Office),,,,,,,2546.0
00:42:27,5.0,0.194,0.97,At Work (In the Office),,,,,,,2547.0
00:42:28,5.0,0.214,1.07,At Work (In the Office),,,,,,,2548.0
00:42:29,5.0,0.205,1.03,At Work (In the Office),,,,,,,2549.0
00:42:30,5.0,0.199,0.995,At Work (In the Office),,,,,,,2550.0
00:42:31,5.0,0.2,1.0,At Work (In the Office),,,,,,,2551.0
00:42:32,5.0,0.207,1.04,At Work (In the Office),,,,,,,2552.0
00:42:33,5.0,0.203,1.02,At Work (In the Office),,,,,,,2553.0
00:42:34,5.0,0.207,1.04,At Work (In the Office),,,,,,,2554.0
00:42:35,5.0,0.198,0.99,At Work (In the Office),,,,,,,2555.0
00:42:36,5.0,0.202,1.01,At Work (In the Office),,,,,,,2556.0
00:42:37,5.0,0.199,0.995,At Work (In the Office),,,,,,,2557.0
00:42:38,5.0,0.201,1.01,At Work (In the Office),,,,,,,2558.0
00:42:39,5.0,0.195,0.975,At Work (In the Office),,,,,,,2559.0
00:42:40,5.0,0.198,0.99,At Work (In the Office),,,,,,,2560.0
00:42:41,5.0,0.197,0.985,At Work (In the Office),,,,,,,2561.0
00:42:42,5.0,0.208,1.04,At Work (In the Office),,,,,,,2562.0
00:42:43,5.0,0.198,0.99,At Work (In the Office),,,,,,,2563.0
00:42:44,5.0,0.228,1.14,At Work (In the Office),,,,,,,2564.0
00:42:45,5.0,0.21,1.05,At Work (In the Office),,,,,,,2565.0
00:42:46,5.0,0.198,0.99,At Work (In the Office),,,,,,,2566.0
00:42:47,5.0,0.229,1.15,At Work (In the Office),,,,,,,2567.0
00:42:48,5.0,0.198,0.99,At Work (In the Office),,,,,,,2568.0
00:42:49,5.0,0.195,0.975,At Work (In the Office),,,,,,,2569.0
00:42:50,5.0,0.198,0.99,At Work (In the Office),,,,,,,2570.0
00:42:51,5.0,0.226,1.13,At Work (In the Office),,,,,,,2571.0
00:42:52,5.0,0.199,0.995,At Work (In the Office),,,,,,,2572.0
00:42:53,5.0,0.208,1.04,At Work (In the Office),,,,,,,2573.0
00:42:54,5.0,0.195,0.975,At Work (In the Office),,,,,,,2574.0
00:42:55,5.0,0.207,1.04,At Work (In the Office),,,,,,,2575.0
00:42:56,5.0,0.194,0.97,At Work (In the Office),,,,,,,2576.0
00:42:57,5.0,0.197,0.985,At Work (In the Office),,,,,,,2577.0
00:42:58,5.0,0.212,1.06,At Work (In the Office),,,,,,,2578.0
00:42:59,5.0,0.205,1.03,At Work (In the Office),,,,,,,2579.0
00:43:00,5.0,0.216,1.08,At Work (In the Office),,,,,,,2580.0
00:43:01,5.0,0.195,0.975,At Work (In the Office),,,,,,,2581.0
00:43:02,5.0,0.201,1.01,At Work (In the Office),,,,,,,2582.0
00:43:03,5.0,0.202,1.01,At Work (In the Office),,,,,,,2583.0
00:43:04,5.0,0.198,0.99,At Work (In the Office),,,,,,,2584.0
00:43:05,5.0,0.198,0.99,At Work (In the Office),,,,,,,2585.0
00:43:06,5.0,0.24,1.2,At Work (In the Office),,,,,,,2586.0
00:43:07,5.0,0.251,1.26,At Work (In the Office),,,,,,,2587.0
00:43:08,5.0,0.207,1.04,At Work (In the Office),,,,,,,2588.0
00:43:09,5.0,0.202,1.01,At Work (In the Office),,,,,,,2589.0
00:43:10,5.0,0.198,0.99,At Work (In the Office),,,,,,,2590.0
00:43:11,5.0,0.229,1.15,At Work (In the Office),,,,,,,2591.0
00:43:12,5.0,0.198,0.99,At Work (In the Office),,,,,,,2592.0
00:43:13,5.0,0.194,0.97,At Work (In the Office),,,,,,,2593.0
00:43:14,5.0,0.199,0.995,At Work (In the Office),,,,,,,2594.0
00:43:15,5.0,0.195,0.975,At Work (In the Office),,,,,,,2595.0
00:43:16,5.0,0.209,1.05,At Work (In the Office),,,,,,,2596.0
00:43:17,5.0,0.198,0.99,At Work (In the Office),,,,,,,2597.0
00:43:18,5.0,0.195,0.975,At Work (In the Office),,,,,,,2598.0
00:43:19,5.0,0.207,1.04,At Work (In the Office),,,,,,,2599.0
00:43:20,5.0,0.195,0.975,At Work (In the Office),,,,,,,2600.0
00:43:21,5.0,0.209,1.05,At Work (In the Office),,,,,,,2601.0
00:43:22,5.0,0.202,1.01,At Work (In the Office),,,,,,,2602.0
00:43:23,5.0,0.195,0.975,At Work (In the Office),,,,,,,2603.0
00:43:24,5.0,0.198,0.99,At Work (In the Office),,,,,,,2604.0
00:43:25,5.0,0.195,0.975,At Work (In the Office),,,,,,,2605.0
00:43:26,5.0,0.198,0.99,At Work (In the Office),,,,,,,2606.0
00:43:27,5.0,0.203,1.02,At Work (In the Office),,,,,,,2607.0
00:43:28,5.0,0.196,0.98,At Work (In the Office),,,,,,,2608.0
00:43:29,5.0,0.21,1.05,At Work (In the Office),,,,,,,2609.0
00:43:30,5.0,0.195,0.975,At Work (In the Office),,,,,,,2610.0
00:43:31,5.0,0.198,0.99,At Work (In the Office),,,,,,,2611.0
00:43:32,5.0,0.207,1.04,At Work (In the Office),,,,,,,2612.0
00:43:33,5.0,0.198,0.99,At Work (In the Office),,,,,,,2613.0
00:43:34,5.0,0.198,0.99,At Work (In the Office),,,,,,,2614.0
00:43:35,5.0,0.195,0.975,At Work (In the Office),,,,,,,2615.0
00:43:36,5.0,0.198,0.99,At Work (In the Office),,,,,,,2616.0
00:43:37,5.0,0.231,1.16,At Work (In the Office),,,,,,,2617.0
00:43:38,5.0,0.202,1.01,At Work (In the Office),,,,,,,2618.0
00:43:39,5.0,0.198,0.99,At Work (In the Office),,,,,,,2619.0
00:43:40,5.0,0.207,1.04,At Work (In the Office),,,,,,,2620.0
00:43:41,5.0,0.198,0.99,At Work (In the Office),,,,,,,2621.0
00:43:42,5.0,0.206,1.03,At Work (In the Office),,,,,,,2622.0
00:43:43,5.0,0.202,1.01,At Work (In the Office),,,,,,,2623.0
00:43:44,5.0,0.197,0.985,At Work (In the Office),,,,,,,2624.0
00:43:45,5.0,0.224,1.12,At Work (In the Office),,,,,,,2625.0
00:43:46,5.0,0.198,0.99,At Work (In the Office),,,,,,,2626.0
00:43:47,5.0,0.196,0.98,At Work (In the Office),,,,,,,2627.0
00:43:48,5.0,0.198,0.99,At Work (In the Office),,,,,,,2628.0
00:43:49,5.0,0.195,0.975,At Work (In the Office),,,,,,,2629.0
00:43:50,5.0,0.21,1.05,At Work (In the Office),,,,,,,2630.0
00:43:51,5.0,0.198,0.99,At Work (In the Office),,,,,,,2631.0
00:43:52,5.0,0.199,0.995,At Work (In the Office),,,,,,,2632.0
00:43:53,5.0,0.231,1.16,At Work (In the Office),,,,,,,2633.0
00:43:54,5.0,0.195,0.975,At Work (In the Office),,,,,,,2634.0
00:43:55,5.0,0.213,1.07,At Work (In the Office),,,,,,,2635.0
00:43:56,5.0,0.205,1.03,At Work (In the Office),,,,,,,2636.0
