TimeSeconds,Power [W],CumulativeEnergy,Status
2125.0,1.01,2174.0649999999714,At Work (In the Office)
2126.0,0.975,2175.0399999999713,At Work (In the Office)
2127.0,0.99,2176.029999999971,At Work (In the Office)
2128.0,0.995,2177.024999999971,At Work (In the Office)
2129.0,0.98,2178.004999999971,At Work (In the Office)
2130.0,0.995,2178.999999999971,At Work (In the Office)
2131.0,1.04,2180.039999999971,At Work (In the Office)
2132.0,1.01,2181.049999999971,At Work (In the Office)
2133.0,1.05,2182.0999999999713,At Work (In the Office)
2134.0,1.01,2183.1099999999715,At Work (In the Office)
2135.0,0.99,2184.0999999999713,At Work (In the Office)
2136.0,1.02,2185.1199999999712,At Work (In the Office)
2137.0,1.03,2186.1499999999714,At Work (In the Office)
2138.0,0.975,2187.1249999999714,At Work (In the Office)
2139.0,0.99,2188.114999999971,At Work (In the Office)
2140.0,0.99,2189.104999999971,At Work (In the Office)
2141.0,1.02,2190.124999999971,At Work (In the Office)
2142.0,0.99,2191.1149999999707,At Work (In the Office)
2143.0,0.98,2192.0949999999707,At Work (In the Office)
2144.0,1.06,2193.1549999999706,At Work (In the Office)
2145.0,0.975,2194.1299999999706,At Work (In the Office)
2146.0,1.05,2195.1799999999707,At Work (In the Office)
2147.0,1.07,2196.249999999971,At Work (In the Office)
2148.0,0.975,2197.224999999971,At Work (In the Office)
2149.0,1.01,2198.234999999971,At Work (In the Office)
2150.0,0.975,2199.209999999971,At Work (In the Office)
2151.0,0.995,2200.204999999971,At Work (In the Office)
2152.0,1.05,2201.254999999971,At Work (In the Office)
2153.0,0.975,2202.229999999971,At Work (In the Office)
2154.0,1.12,2203.349999999971,At Work (In the Office)
2155.0,0.98,2204.329999999971,At Work (In the Office)
2156.0,0.99,2205.3199999999706,At Work (In the Office)
2157.0,1.07,2206.3899999999708,At Work (In the Office)
2158.0,0.975,2207.3649999999707,At Work (In the Office)
2159.0,1.0,2208.3649999999707,At Work (In the Office)
2160.0,0.97,2209.3349999999705,At Work (In the Office)
2161.0,1.16,2210.4949999999703,At Work (In the Office)
2162.0,1.16,2211.65499999997,At Work (In the Office)
2163.0,0.99,2212.64499999997,At Work (In the Office)
2164.0,0.99,2213.6349999999698,At Work (In the Office)
2165.0,1.05,2214.68499999997,At Work (In the Office)
2166.0,0.99,2215.6749999999697,At Work (In the Office)
2167.0,1.04,2216.7149999999697,At Work (In the Office)
2168.0,0.99,2217.7049999999695,At Work (In the Office)
2169.0,1.2,2218.9049999999693,At Work (In the Office)
2170.0,1.15,2220.0549999999694,At Work (In the Office)
2171.0,0.99,2221.044999999969,At Work (In the Office)
2172.0,0.97,2222.014999999969,At Work (In the Office)
2173.0,1.01,2223.024999999969,At Work (In the Office)
2174.0,0.98,2224.004999999969,At Work (In the Office)
2175.0,1.05,2225.0549999999694,At Work (In the Office)
2176.0,0.99,2226.044999999969,At Work (In the Office)
2177.0,0.985,2227.0299999999693,At Work (In the Office)
2178.0,1.05,2228.0799999999695,At Work (In the Office)
2179.0,0.975,2229.0549999999694,At Work (In the Office)
2180.0,1.04,2230.0949999999693,At Work (In the Office)
2181.0,0.99,2231.084999999969,At Work (In the Office)
2182.0,0.975,2232.059999999969,At Work (In the Office)
2183.0,1.0,2233.059999999969,At Work (In the Office)
2184.0,0.975,2234.034999999969,At Work (In the Office)
2185.0,1.01,2235.044999999969,At Work (In the Office)
2186.0,1.03,2236.0749999999694,At Work (In the Office)
2187.0,0.975,2237.0499999999693,At Work (In the Office)
2188.0,1.13,2238.1799999999694,At Work (In the Office)
2189.0,0.97,2239.149999999969,At Work (In the Office)
2190.0,1.02,2240.169999999969,At Work (In the Office)
2191.0,1.23,2241.399999999969,At Work (In the Office)
2192.0,0.99,2242.389999999969,At Work (In the Office)
2193.0,1.03,2243.419999999969,At Work (In the Office)
2194.0,0.975,2244.394999999969,At Work (In the Office)
2195.0,1.02,2245.414999999969,At Work (In the Office)
2196.0,1.0,2246.414999999969,At Work (In the Office)
2197.0,0.99,2247.404999999969,At Work (In the Office)
2198.0,0.99,2248.3949999999686,At Work (In the Office)
2199.0,1.04,2249.4349999999686,At Work (In the Office)
2200.0,1.01,2250.444999999969,At Work (In the Office)
2201.0,1.04,2251.4849999999687,At Work (In the Office)
2202.0,0.985,2252.469999999969,At Work (In the Office)
2203.0,0.98,2253.449999999969,At Work (In the Office)
2204.0,1.16,2254.6099999999687,At Work (In the Office)
2205.0,0.99,2255.5999999999685,At Work (In the Office)
2206.0,0.97,2256.5699999999683,At Work (In the Office)
2207.0,1.04,2257.6099999999683,At Work (In the Office)
2208.0,0.975,2258.584999999968,At Work (In the Office)
2209.0,1.2,2259.784999999968,At Work (In the Office)
2210.0,0.995,2260.779999999968,At Work (In the Office)
2211.0,1.03,2261.809999999968,At Work (In the Office)
2212.0,1.2,2263.009999999968,At Work (In the Office)
2213.0,1.03,2264.039999999968,At Work (In the Office)
2214.0,1.06,2265.099999999968,At Work (In the Office)
2215.0,1.07,2266.1699999999682,At Work (In the Office)
2216.0,0.975,2267.144999999968,At Work (In the Office)
2217.0,0.99,2268.134999999968,At Work (In the Office)
2218.0,1.17,2269.304999999968,At Work (In the Office)
2219.0,0.99,2270.294999999968,At Work (In the Office)
2220.0,1.07,2271.364999999968,At Work (In the Office)
2221.0,1.01,2272.374999999968,At Work (In the Office)
2222.0,1.19,2273.564999999968,At Work (In the Office)
2223.0,1.13,2274.6949999999683,At Work (In the Office)
2224.0,0.99,2275.684999999968,At Work (In the Office)
2225.0,1.1,2276.784999999968,At Work (In the Office)
2226.0,1.0,2277.784999999968,At Work (In the Office)
2227.0,1.01,2278.7949999999682,At Work (In the Office)
2228.0,0.975,2279.769999999968,At Work (In the Office)
2229.0,1.06,2280.829999999968,At Work (In the Office)
2230.0,1.16,2281.989999999968,At Work (In the Office)
2231.0,1.01,2282.999999999968,At Work (In the Office)
2232.0,0.995,2283.994999999968,At Work (In the Office)
2233.0,1.04,2285.034999999968,At Work (In the Office)
2234.0,1.01,2286.0449999999682,At Work (In the Office)
2235.0,1.04,2287.084999999968,At Work (In the Office)
2236.0,0.99,2288.074999999968,At Work (In the Office)
2237.0,0.975,2289.049999999968,At Work (In the Office)
2238.0,1.13,2290.179999999968,At Work (In the Office)
2239.0,1.01,2291.189999999968,At Work (In the Office)
2240.0,0.975,2292.164999999968,At Work (In the Office)
2241.0,1.01,2293.1749999999683,At Work (In the Office)
2242.0,0.975,2294.1499999999683,At Work (In the Office)
2243.0,1.05,2295.1999999999684,At Work (In the Office)
2244.0,0.99,2296.189999999968,At Work (In the Office)
2245.0,0.975,2297.164999999968,At Work (In the Office)
2246.0,1.09,2298.2549999999683,At Work (In the Office)
2247.0,0.97,2299.224999999968,At Work (In the Office)
2248.0,1.11,2300.334999999968,At Work (In the Office)
2249.0,1.05,2301.3849999999684,At Work (In the Office)
2250.0,0.985,2302.3699999999685,At Work (In the Office)
2251.0,1.01,2303.3799999999687,At Work (In the Office)
2252.0,0.975,2304.3549999999686,At Work (In the Office)
2253.0,1.05,2305.404999999969,At Work (In the Office)
2254.0,1.02,2306.424999999969,At Work (In the Office)
2255.0,0.99,2307.4149999999686,At Work (In the Office)
2256.0,1.05,2308.4649999999688,At Work (In the Office)
2257.0,0.975,2309.4399999999687,At Work (In the Office)
2258.0,1.02,2310.4599999999687,At Work (In the Office)
2259.0,1.05,2311.509999999969,At Work (In the Office)
2260.0,1.01,2312.519999999969,At Work (In the Office)
2261.0,1.1,2313.619999999969,At Work (In the Office)
2262.0,1.01,2314.629999999969,At Work (In the Office)
2263.0,0.99,2315.619999999969,At Work (In the Office)
2264.0,0.985,2316.604999999969,At Work (In the Office)
2265.0,0.99,2317.594999999969,At Work (In the Office)
2266.0,0.995,2318.5899999999688,At Work (In the Office)
2267.0,1.05,2319.639999999969,At Work (In the Office)
2268.0,0.995,2320.634999999969,At Work (In the Office)
2269.0,1.07,2321.704999999969,At Work (In the Office)
2270.0,0.99,2322.694999999969,At Work (In the Office)
2271.0,0.975,2323.6699999999687,At Work (In the Office)
2272.0,1.03,2324.699999999969,At Work (In the Office)
2273.0,0.995,2325.694999999969,At Work (In the Office)
2274.0,0.975,2326.6699999999687,At Work (In the Office)
2275.0,1.01,2327.679999999969,At Work (In the Office)
2276.0,0.975,2328.654999999969,At Work (In the Office)
2277.0,1.03,2329.684999999969,At Work (In the Office)
2278.0,0.985,2330.669999999969,At Work (In the Office)
2279.0,0.98,2331.649999999969,At Work (In the Office)
2280.0,1.04,2332.689999999969,At Work (In the Office)
2281.0,0.97,2333.659999999969,At Work (In the Office)
2282.0,1.08,2334.739999999969,At Work (In the Office)
2283.0,1.14,2335.8799999999687,At Work (In the Office)
2284.0,1.16,2337.0399999999686,At Work (In the Office)
2285.0,0.99,2338.0299999999684,At Work (In the Office)
2286.0,0.975,2339.0049999999683,At Work (In the Office)
2287.0,0.995,2339.999999999968,At Work (In the Office)
2288.0,0.995,2340.994999999968,At Work (In the Office)
2289.0,0.99,2341.984999999968,At Work (In the Office)
2290.0,1.05,2343.034999999968,At Work (In the Office)
2291.0,0.975,2344.009999999968,At Work (In the Office)
2292.0,0.99,2344.9999999999677,At Work (In the Office)
2293.0,1.03,2346.029999999968,At Work (In the Office)
2294.0,0.985,2347.014999999968,At Work (In the Office)
2295.0,1.02,2348.034999999968,At Work (In the Office)
2296.0,0.99,2349.024999999968,At Work (In the Office)
2297.0,0.99,2350.0149999999676,At Work (In the Office)
2298.0,0.98,2350.9949999999676,At Work (In the Office)
2299.0,0.99,2351.9849999999674,At Work (In the Office)
2300.0,0.975,2352.9599999999673,At Work (In the Office)
2301.0,1.05,2354.0099999999675,At Work (In the Office)
2302.0,1.01,2355.0199999999677,At Work (In the Office)
2303.0,1.04,2356.0599999999677,At Work (In the Office)
2304.0,0.99,2357.0499999999674,At Work (In the Office)
2305.0,0.975,2358.0249999999673,At Work (In the Office)
2306.0,1.02,2359.0449999999673,At Work (In the Office)
2307.0,0.995,2360.039999999967,At Work (In the Office)
2308.0,0.98,2361.0199999999672,At Work (In the Office)
2309.0,0.99,2362.009999999967,At Work (In the Office)
2310.0,0.985,2362.994999999967,At Work (In the Office)
2311.0,1.04,2364.034999999967,At Work (In the Office)
2312.0,0.975,2365.009999999967,At Work (In the Office)
2313.0,1.0,2366.009999999967,At Work (In the Office)
2314.0,1.04,2367.049999999967,At Work (In the Office)
2315.0,0.985,2368.034999999967,At Work (In the Office)
2316.0,1.05,2369.0849999999673,At Work (In the Office)
2317.0,0.975,2370.059999999967,At Work (In the Office)
2318.0,1.01,2371.0699999999674,At Work (In the Office)
2319.0,1.02,2372.0899999999674,At Work (In the Office)
2320.0,0.975,2373.0649999999673,At Work (In the Office)
2321.0,1.01,2374.0749999999675,At Work (In the Office)
2322.0,0.985,2375.0599999999677,At Work (In the Office)
2323.0,0.99,2376.0499999999674,At Work (In the Office)
2324.0,1.05,2377.0999999999676,At Work (In the Office)
2325.0,0.99,2378.0899999999674,At Work (In the Office)
2326.0,1.0,2379.0899999999674,At Work (In the Office)
2327.0,1.04,2380.1299999999674,At Work (In the Office)
2328.0,0.99,2381.119999999967,At Work (In the Office)
2329.0,1.02,2382.139999999967,At Work (In the Office)
2330.0,0.99,2383.129999999967,At Work (In the Office)
2331.0,0.99,2384.1199999999667,At Work (In the Office)
2332.0,0.985,2385.104999999967,At Work (In the Office)
2333.0,1.11,2386.214999999967,At Work (In the Office)
2334.0,0.99,2387.2049999999667,At Work (In the Office)
2335.0,1.04,2388.2449999999667,At Work (In the Office)
2336.0,0.99,2389.2349999999665,At Work (In the Office)
2337.0,1.04,2390.2749999999664,At Work (In the Office)
2338.0,0.99,2391.264999999966,At Work (In the Office)
2339.0,0.97,2392.234999999966,At Work (In the Office)
2340.0,1.04,2393.274999999966,At Work (In the Office)
2341.0,0.975,2394.249999999966,At Work (In the Office)
2342.0,0.99,2395.2399999999657,At Work (In the Office)
2343.0,1.16,2396.3999999999655,At Work (In the Office)
2344.0,1.16,2397.5599999999654,At Work (In the Office)
2345.0,1.06,2398.6199999999653,At Work (In the Office)
2346.0,0.985,2399.6049999999655,At Work (In the Office)
2347.0,0.99,2400.5949999999652,At Work (In the Office)
2348.0,1.05,2401.6449999999654,At Work (In the Office)
2349.0,0.975,2402.6199999999653,At Work (In the Office)
2350.0,1.06,2403.6799999999653,At Work (In the Office)
2351.0,0.97,2404.649999999965,At Work (In the Office)
2352.0,0.99,2405.639999999965,At Work (In the Office)
2353.0,0.99,2406.6299999999646,At Work (In the Office)
2354.0,0.985,2407.6149999999648,At Work (In the Office)
2355.0,0.99,2408.6049999999645,At Work (In the Office)
2356.0,1.16,2409.7649999999644,At Work (In the Office)
2357.0,0.99,2410.754999999964,At Work (In the Office)
2358.0,1.04,2411.794999999964,At Work (In the Office)
2359.0,1.01,2412.8049999999644,At Work (In the Office)
2360.0,0.99,2413.794999999964,At Work (In the Office)
2361.0,1.04,2414.834999999964,At Work (In the Office)
2362.0,0.99,2415.824999999964,At Work (In the Office)
2363.0,1.0,2416.824999999964,At Work (In the Office)
2364.0,0.99,2417.8149999999637,At Work (In the Office)
2365.0,0.99,2418.8049999999635,At Work (In the Office)
2366.0,0.975,2419.7799999999634,At Work (In the Office)
2367.0,0.99,2420.769999999963,At Work (In the Office)
2368.0,0.97,2421.739999999963,At Work (In the Office)
2369.0,1.05,2422.789999999963,At Work (In the Office)
2370.0,0.975,2423.764999999963,At Work (In the Office)
2371.0,1.05,2424.814999999963,At Work (In the Office)
2372.0,0.99,2425.804999999963,At Work (In the Office)
2373.0,0.995,2426.799999999963,At Work (In the Office)
2374.0,1.04,2427.839999999963,At Work (In the Office)
2375.0,0.975,2428.8149999999628,At Work (In the Office)
2376.0,1.14,2429.9549999999626,At Work (In the Office)
2377.0,0.99,2430.9449999999624,At Work (In the Office)
2378.0,0.975,2431.9199999999623,At Work (In the Office)
2379.0,1.06,2432.9799999999623,At Work (In the Office)
2380.0,0.975,2433.954999999962,At Work (In the Office)
2381.0,0.99,2434.944999999962,At Work (In the Office)
2382.0,1.13,2436.074999999962,At Work (In the Office)
2383.0,0.98,2437.054999999962,At Work (In the Office)
2384.0,1.05,2438.1049999999623,At Work (In the Office)
2385.0,0.97,2439.074999999962,At Work (In the Office)
2386.0,0.99,2440.064999999962,At Work (In the Office)
2387.0,1.0,2441.064999999962,At Work (In the Office)
2388.0,0.995,2442.0599999999617,At Work (In the Office)
2389.0,0.99,2443.0499999999615,At Work (In the Office)
2390.0,1.16,2444.2099999999614,At Work (In the Office)
2391.0,0.99,2445.199999999961,At Work (In the Office)
2392.0,1.04,2446.239999999961,At Work (In the Office)
2393.0,0.99,2447.229999999961,At Work (In the Office)
2394.0,0.99,2448.2199999999607,At Work (In the Office)
2395.0,1.06,2449.2799999999606,At Work (In the Office)
2396.0,0.99,2450.2699999999604,At Work (In the Office)
2397.0,1.04,2451.3099999999604,At Work (In the Office)
2398.0,1.13,2452.4399999999605,At Work (In the Office)
2399.0,0.98,2453.4199999999605,At Work (In the Office)
2400.0,1.01,2454.4299999999607,At Work (In the Office)
2401.0,0.99,2455.4199999999605,At Work (In the Office)
2402.0,0.975,2456.3949999999604,At Work (In the Office)
2403.0,1.04,2457.4349999999604,At Work (In the Office)
2404.0,1.23,2458.6649999999604,At Work (In the Office)
2405.0,1.18,2459.8449999999602,At Work (In the Office)
2406.0,1.05,2460.8949999999604,At Work (In the Office)
2407.0,0.975,2461.8699999999603,At Work (In the Office)
2408.0,1.05,2462.9199999999605,At Work (In the Office)
2409.0,0.975,2463.8949999999604,At Work (In the Office)
2410.0,0.99,2464.88499999996,At Work (In the Office)
2411.0,1.06,2465.94499999996,At Work (In the Office)
2412.0,1.05,2466.9949999999603,At Work (In the Office)
2413.0,1.02,2468.0149999999603,At Work (In the Office)
2414.0,0.97,2468.98499999996,At Work (In the Office)
2415.0,0.99,2469.97499999996,At Work (In the Office)
2416.0,1.04,2471.01499999996,At Work (In the Office)
2417.0,0.99,2472.0049999999596,At Work (In the Office)
2418.0,1.05,2473.05499999996,At Work (In the Office)
2419.0,0.975,2474.0299999999597,At Work (In the Office)
2420.0,1.01,2475.03999999996,At Work (In the Office)
2421.0,0.985,2476.02499999996,At Work (In the Office)
2422.0,0.99,2477.01499999996,At Work (In the Office)
2423.0,0.99,2478.0049999999596,At Work (In the Office)
2424.0,1.16,2479.1649999999595,At Work (In the Office)
2425.0,0.99,2480.1549999999593,At Work (In the Office)
2426.0,1.04,2481.1949999999592,At Work (In the Office)
2427.0,0.985,2482.1799999999594,At Work (In the Office)
2428.0,0.985,2483.1649999999595,At Work (In the Office)
2429.0,1.05,2484.2149999999597,At Work (In the Office)
2430.0,0.99,2485.2049999999595,At Work (In the Office)
2431.0,0.99,2486.1949999999592,At Work (In the Office)
2432.0,1.11,2487.3049999999594,At Work (In the Office)
2433.0,0.975,2488.2799999999593,At Work (In the Office)
2434.0,0.99,2489.269999999959,At Work (In the Office)
2435.0,0.99,2490.259999999959,At Work (In the Office)
2436.0,0.99,2491.2499999999586,At Work (In the Office)
2437.0,1.05,2492.299999999959,At Work (In the Office)
2438.0,0.975,2493.2749999999587,At Work (In the Office)
2439.0,1.11,2494.384999999959,At Work (In the Office)
2440.0,1.06,2495.444999999959,At Work (In the Office)
2441.0,0.975,2496.4199999999587,At Work (In the Office)
2442.0,1.04,2497.4599999999587,At Work (In the Office)
2443.0,0.97,2498.4299999999585,At Work (In the Office)
2444.0,1.02,2499.4499999999584,At Work (In the Office)
2445.0,0.975,2500.4249999999583,At Work (In the Office)
2446.0,1.01,2501.4349999999586,At Work (In the Office)
2447.0,1.16,2502.5949999999584,At Work (In the Office)
2448.0,0.98,2503.5749999999584,At Work (In the Office)
2449.0,0.99,2504.564999999958,At Work (In the Office)
2450.0,1.03,2505.5949999999584,At Work (In the Office)
2451.0,0.99,2506.584999999958,At Work (In the Office)
2452.0,1.06,2507.644999999958,At Work (In the Office)
2453.0,0.975,2508.619999999958,At Work (In the Office)
2454.0,0.99,2509.609999999958,At Work (In the Office)
2455.0,1.0,2510.609999999958,At Work (In the Office)
2456.0,1.05,2511.659999999958,At Work (In the Office)
2457.0,0.98,2512.639999999958,At Work (In the Office)
2458.0,1.0,2513.639999999958,At Work (In the Office)
2459.0,0.99,2514.629999999958,At Work (In the Office)
2460.0,1.04,2515.669999999958,At Work (In the Office)
2461.0,1.01,2516.679999999958,At Work (In the Office)
2462.0,0.975,2517.654999999958,At Work (In the Office)
2463.0,1.05,2518.704999999958,At Work (In the Office)
2464.0,0.99,2519.694999999958,At Work (In the Office)
2465.0,1.33,2521.024999999958,At Work (In the Office)
2466.0,1.17,2522.194999999958,At Work (In the Office)
2467.0,0.975,2523.169999999958,At Work (In the Office)
2468.0,0.99,2524.1599999999576,At Work (In the Office)
2469.0,0.99,2525.1499999999573,At Work (In the Office)
2470.0,0.975,2526.1249999999573,At Work (In the Office)
2471.0,1.04,2527.164999999957,At Work (In the Office)
2472.0,0.97,2528.134999999957,At Work (In the Office)
2473.0,1.1,2529.234999999957,At Work (In the Office)
2474.0,1.04,2530.274999999957,At Work (In the Office)
2475.0,0.985,2531.259999999957,At Work (In the Office)
2476.0,1.11,2532.369999999957,At Work (In the Office)
2477.0,0.975,2533.344999999957,At Work (In the Office)
2478.0,0.99,2534.334999999957,At Work (In the Office)
2479.0,1.12,2535.4549999999567,At Work (In the Office)
2480.0,1.01,2536.464999999957,At Work (In the Office)
2481.0,1.16,2537.624999999957,At Work (In the Office)
2482.0,0.995,2538.6199999999567,At Work (In the Office)
2483.0,0.99,2539.6099999999565,At Work (In the Office)
2484.0,1.06,2540.6699999999564,At Work (In the Office)
2485.0,1.01,2541.6799999999566,At Work (In the Office)
2486.0,1.05,2542.729999999957,At Work (In the Office)
2487.0,0.995,2543.7249999999567,At Work (In the Office)
2488.0,0.99,2544.7149999999565,At Work (In the Office)
2489.0,1.16,2545.8749999999563,At Work (In the Office)
2490.0,0.99,2546.864999999956,At Work (In the Office)
2491.0,0.975,2547.839999999956,At Work (In the Office)
2492.0,1.01,2548.8499999999563,At Work (In the Office)
2493.0,0.99,2549.839999999956,At Work (In the Office)
2494.0,1.04,2550.879999999956,At Work (In the Office)
2495.0,0.99,2551.869999999956,At Work (In the Office)
2496.0,0.975,2552.8449999999557,At Work (In the Office)
2497.0,1.07,2553.914999999956,At Work (In the Office)
2498.0,0.995,2554.9099999999557,At Work (In the Office)
2499.0,0.995,2555.9049999999556,At Work (In the Office)
2500.0,0.99,2556.8949999999554,At Work (In the Office)
2501.0,0.97,2557.864999999955,At Work (In the Office)
2502.0,0.995,2558.859999999955,At Work (In the Office)
2503.0,0.98,2559.839999999955,At Work (In the Office)
2504.0,0.985,2560.8249999999553,At Work (In the Office)
2505.0,1.07,2561.8949999999554,At Work (In the Office)
2506.0,0.975,2562.8699999999553,At Work (In the Office)
2507.0,1.06,2563.9299999999553,At Work (In the Office)
2508.0,0.975,2564.904999999955,At Work (In the Office)
2509.0,0.99,2565.894999999955,At Work (In the Office)
2510.0,1.07,2566.964999999955,At Work (In the Office)
2511.0,0.975,2567.939999999955,At Work (In the Office)
2512.0,1.12,2569.059999999955,At Work (In the Office)
2513.0,0.975,2570.034999999955,At Work (In the Office)
2514.0,0.99,2571.0249999999546,At Work (In the Office)
2515.0,1.03,2572.054999999955,At Work (In the Office)
2516.0,0.985,2573.039999999955,At Work (In the Office)
2517.0,1.01,2574.049999999955,At Work (In the Office)
2518.0,1.03,2575.0799999999554,At Work (In the Office)
2519.0,0.99,2576.069999999955,At Work (In the Office)
2520.0,1.07,2577.1399999999553,At Work (In the Office)
2521.0,0.99,2578.129999999955,At Work (In the Office)
2522.0,1.01,2579.1399999999553,At Work (In the Office)
2523.0,1.01,2580.1499999999555,At Work (In the Office)
2524.0,1.1,2581.2499999999554,At Work (In the Office)
2525.0,1.27,2582.5199999999554,At Work (In the Office)
2526.0,1.18,2583.6999999999553,At Work (In the Office)
2527.0,1.07,2584.7699999999554,At Work (In the Office)
2528.0,1.06,2585.8299999999554,At Work (In the Office)
2529.0,0.99,2586.819999999955,At Work (In the Office)
2530.0,0.975,2587.794999999955,At Work (In the Office)
2531.0,1.08,2588.874999999955,At Work (In the Office)
2532.0,1.0,2589.874999999955,At Work (In the Office)
2533.0,1.02,2590.894999999955,At Work (In the Office)
2534.0,0.99,2591.8849999999547,At Work (In the Office)
2535.0,0.97,2592.8549999999545,At Work (In the Office)
2536.0,1.01,2593.8649999999548,At Work (In the Office)
2537.0,0.995,2594.8599999999547,At Work (In the Office)
2538.0,1.02,2595.8799999999546,At Work (In the Office)
2539.0,1.18,2597.0599999999545,At Work (In the Office)
2540.0,0.985,2598.0449999999546,At Work (In the Office)
2541.0,1.09,2599.1349999999547,At Work (In the Office)
2542.0,0.975,2600.1099999999547,At Work (In the Office)
2543.0,1.01,2601.119999999955,At Work (In the Office)
2544.0,1.11,2602.229999999955,At Work (In the Office)
2545.0,0.975,2603.204999999955,At Work (In the Office)
2546.0,1.01,2604.214999999955,At Work (In the Office)
2547.0,0.97,2605.184999999955,At Work (In the Office)
2548.0,1.07,2606.254999999955,At Work (In the Office)
2549.0,1.03,2607.2849999999553,At Work (In the Office)
2550.0,0.995,2608.279999999955,At Work (In the Office)
2551.0,1.0,2609.279999999955,At Work (In the Office)
2552.0,1.04,2610.319999999955,At Work (In the Office)
2553.0,1.02,2611.339999999955,At Work (In the Office)
2554.0,1.04,2612.379999999955,At Work (In the Office)
2555.0,0.99,2613.369999999955,At Work (In the Office)
2556.0,1.01,2614.379999999955,At Work (In the Office)
2557.0,0.995,2615.374999999955,At Work (In the Office)
2558.0,1.01,2616.384999999955,At Work (In the Office)
2559.0,0.975,2617.359999999955,At Work (In the Office)
2560.0,0.99,2618.349999999955,At Work (In the Office)
2561.0,0.985,2619.334999999955,At Work (In the Office)
2562.0,1.04,2620.374999999955,At Work (In the Office)
2563.0,0.99,2621.3649999999548,At Work (In the Office)
2564.0,1.14,2622.5049999999546,At Work (In the Office)
2565.0,1.05,2623.554999999955,At Work (In the Office)
2566.0,0.99,2624.5449999999546,At Work (In the Office)
2567.0,1.15,2625.6949999999547,At Work (In the Office)
2568.0,0.99,2626.6849999999545,At Work (In the Office)
2569.0,0.975,2627.6599999999544,At Work (In the Office)
2570.0,0.99,2628.649999999954,At Work (In the Office)
2571.0,1.13,2629.7799999999543,At Work (In the Office)
2572.0,0.995,2630.774999999954,At Work (In the Office)
2573.0,1.04,2631.814999999954,At Work (In the Office)
2574.0,0.975,2632.789999999954,At Work (In the Office)
2575.0,1.04,2633.829999999954,At Work (In the Office)
2576.0,0.97,2634.799999999954,At Work (In the Office)
2577.0,0.985,2635.784999999954,At Work (In the Office)
2578.0,1.06,2636.844999999954,At Work (In the Office)
2579.0,1.03,2637.874999999954,At Work (In the Office)
2580.0,1.08,2638.954999999954,At Work (In the Office)
2581.0,0.975,2639.929999999954,At Work (In the Office)
2582.0,1.01,2640.939999999954,At Work (In the Office)
2583.0,1.01,2641.9499999999543,At Work (In the Office)
2584.0,0.99,2642.939999999954,At Work (In the Office)
2585.0,0.99,2643.929999999954,At Work (In the Office)
2586.0,1.2,2645.1299999999537,At Work (In the Office)
2587.0,1.26,2646.389999999954,At Work (In the Office)
2588.0,1.04,2647.429999999954,At Work (In the Office)
2589.0,1.01,2648.439999999954,At Work (In the Office)
2590.0,0.99,2649.429999999954,At Work (In the Office)
2591.0,1.15,2650.579999999954,At Work (In the Office)
2592.0,0.99,2651.569999999954,At Work (In the Office)
2593.0,0.97,2652.5399999999536,At Work (In the Office)
2594.0,0.995,2653.5349999999535,At Work (In the Office)
2595.0,0.975,2654.5099999999534,At Work (In the Office)
2596.0,1.05,2655.5599999999536,At Work (In the Office)
2597.0,0.99,2656.5499999999533,At Work (In the Office)
2598.0,0.975,2657.5249999999533,At Work (In the Office)
2599.0,1.04,2658.564999999953,At Work (In the Office)
2600.0,0.975,2659.539999999953,At Work (In the Office)
2601.0,1.05,2660.5899999999533,At Work (In the Office)
2602.0,1.01,2661.5999999999535,At Work (In the Office)
2603.0,0.975,2662.5749999999534,At Work (In the Office)
2604.0,0.99,2663.564999999953,At Work (In the Office)
2605.0,0.975,2664.539999999953,At Work (In the Office)
2606.0,0.99,2665.529999999953,At Work (In the Office)
2607.0,1.02,2666.549999999953,At Work (In the Office)
2608.0,0.98,2667.529999999953,At Work (In the Office)
2609.0,1.05,2668.579999999953,At Work (In the Office)
2610.0,0.975,2669.554999999953,At Work (In the Office)
2611.0,0.99,2670.544999999953,At Work (In the Office)
2612.0,1.04,2671.5849999999527,At Work (In the Office)
2613.0,0.99,2672.5749999999525,At Work (In the Office)
2614.0,0.99,2673.5649999999523,At Work (In the Office)
2615.0,0.975,2674.539999999952,At Work (In the Office)
2616.0,0.99,2675.529999999952,At Work (In the Office)
2617.0,1.16,2676.689999999952,At Work (In the Office)
2618.0,1.01,2677.699999999952,At Work (In the Office)
2619.0,0.99,2678.689999999952,At Work (In the Office)
2620.0,1.04,2679.729999999952,At Work (In the Office)
2621.0,0.99,2680.7199999999516,At Work (In the Office)
2622.0,1.03,2681.749999999952,At Work (In the Office)
2623.0,1.01,2682.759999999952,At Work (In the Office)
2624.0,0.985,2683.744999999952,At Work (In the Office)
2625.0,1.12,2684.864999999952,At Work (In the Office)
2626.0,0.99,2685.854999999952,At Work (In the Office)
2627.0,0.98,2686.834999999952,At Work (In the Office)
2628.0,0.99,2687.8249999999516,At Work (In the Office)
2629.0,0.975,2688.7999999999515,At Work (In the Office)
2630.0,1.05,2689.8499999999517,At Work (In the Office)
2631.0,0.99,2690.8399999999515,At Work (In the Office)
2632.0,0.995,2691.8349999999514,At Work (In the Office)
2633.0,1.16,2692.9949999999512,At Work (In the Office)
